number,summary,milestone,assigned_to_name,assigned_to_id,status
267,Voucher issue email incorrectly uses file upload email template,Release 1.0,,,Fixed
268,IE Active X - playerProductInstall file is not mapped correctly,Release 1.0,,,Fixed
269,Prompt to install / upgrade flash if required,Release 1.0,,,Fixed
270,Last possible date in Voucher expiry date selection is not highlighted in blue,Release 1.0,,,Fixed
271,HEADSUP: authenticated flash upload fails with current SVN version of SimpleSAMLphp,Release 1.0,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
272,File deletion email incorrectly uses voucher deletion email template,Release 1.0,,,Fixed
273,'rsend this file' could be 'resend this email',Suggested features,,,Fixed
274,Inconsistent expiration date formats,Release 1.0,,,Fixed
275,msg:Content-Range:bytes in text box instead of upload steps when using Google Gears,Release 1.0,,,Fixed
276,GUI slow to respond,Release 1.0,,,Invalid
277,"After upload reverting to ""Your file has been sent"" after clicking on My Files or Vouchers button",Release 1.0,,,Fixed
279,FireFox with  Firebug Enabled crashes downloads over 1.5Gb,Release 1.0,,,Invalid
280,optimizing config.php for distribution,Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Accepted
281,Error handling with 'unauthenticated' gears upload,Release 1.0,,,Fixed
282,exclude folders and files from cleanup cron,Suggested features,,,Fixed
285,Move /files out of www enabled directory,Release 1.0,,,Fixed
288,Different look&feel Flash app in the nightly builds,Release 1.0,,,Fixed
289,Gears upload resume - not working,Release 1.0,,,Fixed
290,File select fails in Linux/Gears for files of 2G or more,Release 1.0,,,Fixed
291,Gears cancel - needs to complete last chunk before allowing a new upload,Release 1.0,,,Fixed
292,about.php and help.php logic,Release 1.5,,,Fixed
300,cron.php gives a undefined SERVER_NAME warning,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
301,Cache limiter warning - header already sent,Release 1.0,,,Fixed
302,Using quotes in the personal message breaks upload,Release 1.0,,,Fixed
304,After browsing for file in Gears Upload buttons in header grey out,Release 1.0,,,Fixed
305,Selecting file > 4GB for Flash Upload gives 'wrong' error message,Release 1.0,,,Fixed
306,export-to-Excel broken,Release 1.0,,,Fixed
307,"Download email generated even if user clicks on ""Cancel"" rather than ""Save File""",Release 1.0,,,Known issue
308,'Invalid extension' error for valid extensions,Release 1.0,,,Fixed
309,Upload progress steps no longer listed in GUI,Release 1.0,,,Invalid
310,"Gears voucher upload restarts if paused (cancelled), rather than resuming",Release 1.0,,,Fixed
311,Allow HTML tags in Splash Screen,Suggested features,,,Fixed
312,Make RPM's relocatable,Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
313,Warn Mac users about files > 2GB,Release 1.0,,,Fixed
314,Review RPM config implementation,Archived: Installation issues,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
315,Scrollbars applied to larger window for logon page than for content pages,Release 1.0,,,Fixed
316,Problems with upload of empty files (filesize = 0 ),Release 1.0,,,Fixed
317,Cancel flash upload - disabled buttons need to re-appear.,Release 1.0,,,Fixed
318,Check php temp file folder storage size ,Release 1.0,,,Fixed
319,Flash upload - clean up correctly on cancel upload.,Release 1.0,,,Fixed
320,PHP session timeout with large (long) flash uploads,Release 1.0,,,Fixed
321,UTF 8 charachters in name deleted by CRON,Release 1.0,,,Fixed
322,Max Upload Size consistency,Release 1.0,,,Fixed
323,Compatibility Mode is required for current version when compiling,Release 1.0,,,Fixed
324,Notification for user and log if file data is missing when sent to php from flex ,Release 1.0,,,Fixed
325,UTF-8 in message/subject/selected file field triggers failure after file upload,Release 1.0,,,Fixed
326,Download fails with IE7/8 over https (since changeset 251),Release 1.0,,,Fixed
327,Message box in Admin UI messes up 'Available files' listing,Release 1.0,,,Fixed
328,Document known quirks for 1.0 release,Documentation version 1.0 and 1.1,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
329,Make standard collection of slides to present FileSender,Project infrastructure pre 2.0,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Won't fix
333,Formatting of personal message in outgoing mails,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
334,Logon description modifications,Release 1.0,,,Fixed
338,download blocks other filesender operations in the same session/browser,Release 1.0,,,Fixed
339,Prompt when clicking on link to deleted file uses voucher cancellation text,Release 1.0,,,Fixed
340,email address validation in flex,Release 1.0,,,Fixed
342,download.php often downloads when downloading file from MyFiles table,Release 1.0,,,Invalid
344,Tooltip in Admin on Mac,Release 1.0,,,Fixed
345,Use UTF8 generator in automated testing of FileSender 2.0,Project infrastructure pre 2.0,,,Won't fix
346,Update workflow diagram to incorporate new features,Documentation version 1.0 and 1.1,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
347,Raw html sometimes displayed in browser when clicking on link in email to download file,Release 1.0,,,Fixed
348,CAPTCHA  - to reduce automated spamming,Suggested features,,,Invalid
350,CRC/Checksum to ensure file integrity,Suggested features,,,New
351,integration with timestamping,Suggested features,,,New
352,Write FileSender annual report,Project infrastructure pre 2.0,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Won't fix
353,Enfore max_expiry_time server-side,Release 1.0,,,Fixed
354,Email address guessing and refusing bad addresses,Suggested features,,,New
355,UI: Configurable <title>,Suggested features,,,New
356,Download email notifications only generated for first download during same browser session,Release 1.0,,,Fixed
357,Subject and message fields do not clear after cancelling upload using a voucher,Release 1.0,,,Fixed
358,Filename accents not displayed in GUI when using Gears (correlates with known issue),Release 1.0,,,Fixed
359,Xander and Maarten to discuss build infra and code repo,Project infrastructure pre 2.0,,,Fixed
360,Low disk space warning in admin email is incomplete,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
361,new banner.png size is off by 1,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
362,$config['about']/['help_link_visible'] settings not implemented,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Invalid
363,Add browser & plugin requirements from FileSender homepage to help.php,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
364,Write end user documentation for 1.0 release,Documentation version 1.0 and 1.1,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
365,Update screenshots for 1.0 release,Documentation version 1.0 and 1.1,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
366,QA: Document/re-order config.php,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
368,QA: minor HTML fixes,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
369,Change CHUNK_BYTES default for 1.0?,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
370,"Remove references to documentation in flux, when ready to issue 1.0 release",Documentation version 1.0 and 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
371,Change default pg_username from postgres to filesender,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
372,Update Gears requirements list in Wiki,Documentation version 1.0 and 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
373,QA: Make RPM packaging release worthy,Archived: Installation issues,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
374,Filename with international characters other than ISO-8859-1 will look 'funny' when downloaded with IE,Release 1.0,,,Known issue
375,Give the user the opportunity to login again,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
376,packaging: unsafe debian-db.php permissions,Archived: Installation issues,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
377,HTML validation errors,Release 1.0,,,Won't fix
379,IPv6 addresses are not stored in the files table,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
380,max_gears_upload_size check not implemented,Release 1.0,,,Fixed
381,"Multiple Emails - allow , and ;",Release 1.0,,,Fixed
382,Screen confirmation prompts when sending to more than one recipient displaying multiple times,Release 1.0,,,Fixed
383,Space infront of second email address and associated misalignment in My Files table,Release 1.0,,,Fixed
385,Quota support [M],Suggested features,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Test
387,"Get list of FileSender ""release candidate test"" sites",Project infrastructure pre 2.0,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Won't fix
389,Gears fileSize limits can be circumvented,Release 1.0,,,Fixed
390,Mac 2GB limit message can appear when selecting zero sized file,Release 1.0,,,Fixed
391,Logout warning about still existing 'IdP sessions',Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,New
392,Allow uploader to disable download receipt email to file *recipient*,Suggested features,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,New
393,IE8 JavaScript error,Release 1.0,,,Won't fix
394,"File too large, use Gears warnings inconsistent",Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
398,Enable expiry time extension,Suggested features,,,New
399,"Multiple User Interface views, guided use vs. normal use",Suggested features,,,New
400,"""Stat"" support on files for OS X requires a different shell call",Release 1.5,,,Fixed
406,Default Expiry date,Release 1.5,,,Fixed
407,Lock all input boxes while uploading,Release 1.5,,,Fixed
409,Terms of Service configurable,Release 1.5,,,Fixed
410,Code for flash uploader to SVN,Release 1.5,,,Fixed
411,Move Terms of Agreement below file upload,Release 1.5,,,Fixed
412,Style consistently all buttons and fonts,Release 1.5,,,Fixed
413,Version Number in code,Release 1.5,,,Fixed
414,Vouchers - use popup date,Release 1.5,,,Fixed
415,default text if myfiles is empty,Release 1.5,,,Fixed
416,Automatically remove whitespace from email addresses,Release 1.5,,,Fixed
418,Error in apache.conf included with debian package,Archived: Installation issues,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Invalid
419,"Allow for a ""don't make file available until"" date when uploading",Suggested features,,,New
420,"Add ""use different browser"" message on upload>2GB in ""old"" browsers",Release 1.5,,,Fixed
422,Landing page after logon is not the upload file page,Release 1.5,,,Fixed
423,"Display size of selected file in ""human readable"" form",Release 1.5,,,Fixed
424,"Progress bar: ""upload in progress"" when starting upload?",Release 1.5,,,Fixed
425,Three things for the HTML5 progress bar: position + label + colour?,Release 1.5,,,Fixed
426,"""Download"" link in download page to a button?",Release 1.5,,,Fixed
427,No check of 'ban_extension' configurable,Release 1.5,,,Fixed
429,Merge IPv6 logging fixes into 1.5,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
430,Logon button duplication and title,Release 1.5,,,Fixed
431,"Help and About pages open in main tab, not new tabs",Release 1.5,,,Fixed
432,"""Show Terms"" still displayed after terms are shown",Release 1.5,,,Fixed
433,Multiple email separation tip font size and spelling,Release 1.5,,,Fixed
435,Default maximum expiry date issues,Release 1.5,,,Fixed
439,Prompt to logon after unauthenticated upload using voucher ,Release 1.5,,,Fixed
440,Welcome text missing,Release 1.5,,,Fixed
442,Add Recipient button missing from My Files,Release 1.5,,,Fixed
443,File exceeding HTML5 limit can be selected (but not uploaded),Release 1.5,,,Fixed
444,No cancel / pause button during upload,Release 1.5,,,Fixed
445,Alternative file can be selected during upload (although cannot be downloaded),Release 1.5,,,Fixed
446,Cancelled voucher text missing,Release 1.5,,,Fixed
447,AuP checkbox text,Release 1.5,,,Fixed
448,Deleted file message incorrect,Release 1.5,,,Fixed
449,Using Safari 5.0.5 on MacOSX: progress bar displays before selecting file,Release 1.5,,,Fixed
450,Mandatory field logic,Release 1.5,,,Fixed
451,Review and update SimpleSAMLphp RPM dependencies,Archived: Installation issues,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
452,Duplicate To: column in My Files table,Release 1.5,,,Fixed
453,Message column missing from My Files table?,Release 1.5,,,Fixed
455,Fix browse and upload process,Release 1.5,,,Fixed
456,Move upload button,Release 1.5,,,Fixed
457,Multiple emails message as alt to TO text box,Release 1.5,,,Fixed
458,Move Show/Hide to end of TOC text,Release 1.5,,,Fixed
459,Bold button text,Release 1.5,,,Fixed
460,"After downloading file, download page remains instead of message",Release 1.5,,,Fixed
461,Warnings now cool not alarm colour,Release 1.5,,,Fixed
462,Unauthenticated voucher up/downloads don't send mail to voucher issuer,Release 1.5,,,Fixed
464,Welcome replace with name and <email>,Release 1.5,,,Invalid
465,My Files text wrapping issues,Release 1.5,,,Fixed
466,Onlogon - set focus on logon button,Release 1.5,,,Fixed
467,IE on Windows 7 issue,Release 1.0,,,Invalid
468,Self-signed certificates problems vs official documentation,Documentation version 1.0 and 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
472,inefficient ipv4 and ipv6 data types in database,Suggested features,,,New
484,AUP config setting,Release 1.5,,,Fixed
485,max_email_recipients config,Release 1.5,,,Fixed
486,Configuration problem with SAML,,,,Invalid
489,Expiry date allows any date to be entered,Release 1.5,,,Fixed
490,PHP session timeout with large (long) flash uploads,Release 1.5,,,Fixed
492,Inconsistent date formats,Release 1.5,,,Fixed
493,language reference missing with the browse (for file) button,Release 1.5,,,Invalid
494,åøæ not properly displayed from language file when using new array code,Release 1.5,,,Fixed
495,Version number display,Release 1.5,,,Fixed
496,Upload step descriptions,Release 1.5,,,Fixed
497,"Put ""focus"" on ""close"" button in dialogue popups",Release 1.5,,,Fixed
498,"Minor re-order of AuP, ""select file"" and ""upload"" + suggested name change",Release 1.5,,,Fixed
499,"Missing language tag with ""AuP"" selection box and AuP itself?",Release 1.5,,,Fixed
500,On-page notification formatting inconsistencies,Release 1.5,,,Fixed
1317,Configure file deletion cron job on https://qtest.filesender.org/filesender20/,Release 2.0 client-side testing plan,Jørn Åne,c9JOC0LeOr5BTmacwqEsg8,Fixed
210,create client-side test matrix on wiki,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,New
502,Extra browser tab momentarily appears when clicking on Start Download,Release 1.5,,,Fixed
1296,Investigate whole testing chain with Saucelabs for 1 feature and report,Release 2.0 client-side testing plan,romanmalyshev,avZvqm96Gr47ZdacwqEsg8,New
504,No e-mail address validation on Voucher page,Release 1.5,,,Fixed
1138,Reduce duplication across test scripts,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,In Progress
505,implement max_flash_upload_size check,Release 1.5,,,Fixed
1091,Conduct 1.6-rc1 client-side workflow tests,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
506,My Files localizations,Release 1.5,,,Fixed
856,Create basic functionality test suite,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
507,"Create and document upload, add recipient and issue voucher workflow tests using Selenium-IDE",Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
509,Fix UI inconsistencies: font sizes,Release 1.5,,,Fixed
510,"UI: Larger ""Send"" button",Release 1.5,,,Fixed
511,UI: improve consistency of button look&feel across browsers,Release 1.5,,,Fixed
512,"UI: allign ""message"" textbox with other text boxes",Release 1.5,,,Fixed
513,UI: move top buttons further apart,Release 1.5,,,Fixed
514,"Security: check for SQL injection, cross site scripting etc.",Release 1.5,,,Fixed
519,Decide on version numbering for 1.5 beta releases,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
521,MyFiles: subject and message field not properly UTF8 enabled,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
522,Upload attempt possible after session timeout,Release 1.5,,,Fixed
523,"In Assembla Tickets: Add ""Fixed In"" column in tickets to deal with 1.0 bugs fixed in 1.5",Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
525,AuP checkbox can't be checked in Safari and Chrome,Release 1.5,,,Fixed
528,UI: list of active files in MyFiles and active vouchers in Vouchers ordered latest-lowest,Release 1.5,,,Fixed
529,download.php contains a new require_once that breaks stuff,Release 1.5,,,Fixed
531,Help and ABout buttons only clickable after login,Release 1.5,,,Fixed
533,OWASP A1-Injection,Release 1.5,,,Fixed
534,OWASP A2-Cross Site Scripting (XSS),Release 1.5,,,Fixed
535,OWASP A3-Broken Authentication and Session Management,Release 1.5,,,Fixed
536,OWASP A4-Insecure Direct Object References,Release 1.5,,,Fixed
537,OWASP A5-Cross Site Request Forgery (CSRF),Release 1.5,,,Fixed
538,OWASP A6-A9,Release 1.5,,,Fixed
539,OWASP A10-Unvalidated Redirects and Forwards,Release 1.5,,,Fixed
540,Allow localised date formats via language files,Release 1.5,,,Fixed
542,On-page notification text inconsistencies,Release 1.5,,,Fixed
543,Check on country/language codes as used in browsers,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
544,Add HTML5 logo and Standard Upload,Release 1.5,,,Fixed
545,"Align Logoff button, Version number and box edge",Release 1.5,,,Fixed
546,"Evenly space upload instructions horizontally  (1,2,3,4)",Release 1.5,,,Invalid
548,Expiry date broken since r876?,Release 1.5,,,Fixed
549,Missing language tag in validate_file() in pages/upload.php,Release 1.5,,,Fixed
550,progress bar quirk in 1.0.1 plus html5 0.1 module,Bugs in version 1.1,,,Fixed
551,1.0.1+ browse button doesn't work in Chrome,Bugs in version 1.1,,,Fixed
552,Add Version.php with re-usable version constant,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
555,Create 1.0.1+html5 branche,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
556,Roll HTML5-related patches from trunk into 1.0.1+html5 branche,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
557,Adapt Help and About standard pages to HTML5,Bugs in version 1.1,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
558,"Update README, CHANGELOG and INSTALL files for packaging",Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
559,Make preview release and test site available at filesender.surfnet.nl,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
560,Figure out packaging details: how to deal with existing installs on a server,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
561,Establish download pages on filesender.org for 1.1 release,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
562,Organise testing for 1.1,Bugs in version 1.1,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
563,Compare of UID attribute with admin uid broken when attribute is not in an array,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
564,"Update features, requirements, known issues, upgrade notes, end user docs & home page",Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
565,"$lang[""_OK""] with two or more words makes app hang",Release 1.5,,,Fixed
566,"Finish ""HTML5 supported"" logo stuff",Release 1.5,,,Fixed
568,Admin interface broken since latest DBAL mods? ,Release 1.5,,,Fixed
569,Case-sensitive references to Files in cron.php,Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
573,"<title> is hardconfigured with ""FileSender:""",Release 1.5,,,Fixed
574,vouchererror.php no longer used?,Release 1.5,,,Fixed
575,invalidvoucher.php without language tag,Release 1.5,,,Fixed
578,"Update standard 1.5 help text with 1.0.1+html5 ""HTML5"" references",Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
579,No check on available storage space before upload,Release 1.5,,,Fixed
580,Post-1.5: have numerical progress under progress bar,Suggested features,,,New
581,Only load flash object when required after client side test,Release 1.5,,,Fixed
582,Inconsistent file size limit warnings,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
583,Email addresses rejected at maximum for uploads & voucher issue,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
584,AJAX load Flash object *after* tested it's required,Release 1.5,,,Fixed
586,Inconsistent help.php header format,Bugs in version 1.1,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
818,HTTPS IE and Firefox differences ,Third party bugs,,,Won't fix
588,Problematic downloads using Chrome on Windows7-before-SP1,Third party bugs,,,Known issue
589,Cancel Upload Dialog Box,Bugs in version 1.1,,,Fixed
590,Upload should not require file extension,Suggested features,,,New
591,Authsaml - check for isArray when returning SAML data,Release 1.5,,,Fixed
592,Addressbook search/integration,Suggested features,,,New
593,Consistent Browse Button,Release 1.5,,,Invalid
594,add configurable chunk size,Release 1.5,,,Fixed
595,Missing element titles for use in automated testing,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
596,"Rethink ""clear on cancel"" in the Upload UI",Suggested features,,,New
598,"Relabel choices in ""cancel upload"" button: from cancel/OK to ""yes/no""",Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
599,related project issue,,,,Fixed
600,Editable alerts if IdP has not provided enough information,Suggested features,,,New
601,HTML5 (or Gears) upload with a backslash or double quote in the filename fails,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
603,Syntax-check of email-fields must happen prior to upload starting,Bugs in version 1.1,,,Known issue
604,Not all 'dangerous' characters displayed in My Files,Release 1.5,,,Fixed
605,Subject and message field issues when adding new recipient,Release 1.5,,,Fixed
606,URL post validation,Release 1.5,,,Fixed
607,"Audit code for parameter, post, request validation",Release 1.5,,,Fixed
608,Let Vouchers and AddRecipient also use JSON,Release 1.5,,,Fixed
609,Reintroduce dsn override and legacy pg_ config use,Release 1.5,,,Fixed
610,Slow uploads with Chrome on Windows,Third party bugs,,,Known issue
611,Daily cronjob gives Segmentation Fault on Debian Lenny,Third party bugs,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Known issue
612,Update and optimize cron.php for PDO,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
613,Filesize 0 in admin interface for Uploads and Downloads,Release 1.5,,,Fixed
614,Client side expiry date selection based on server time,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
615,"Accept and use ""free form text"" in email addresses",Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,New
616,jquery version,Release 1.5,,,Fixed
620,IE7 upload and sending a voucher not working,Release 1.5,,,Fixed
622,Add French Language Files,Release 1.5,,,Fixed
624,Simplesamlphp 1.8.2 security update in repositories,Third party bugs,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
625,Don't show empty Personal Message in mails,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
626,Flash upload possible without checking AuP ,Release 1.5,,,Fixed
627,Improve download usability: direct download link + correct mime-type?,Suggested features,,,New
632,server side validation: fileexpirydate,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
633,output sanitation in admin pages,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
636,Develop API to allow non-web access to FileSender functionality,Suggested features,,,New
638,Set up crowd-sourcing infra for localisation,Planned features,,,Fixed
639,"Investigate FileSender legal entity option ""coop""",Project infrastructure pre 2.0,,,Fixed
640,Real time upload/download performance feedback,Suggested features,,,New
642,"Enable ""apply action to multiple files"" in MyFiles and Vouchers tables",Suggested features,,,New
643,"Get rid of ""this email might be phishing"" when sending to gmail accounts",Suggested features,,,New
646,Confusing message when using an already used guest upload voucher,Release 1.5,,,Fixed
652,Improve user-feedback on use of pause/resume,Suggested features,,,New
653,"""Cannot find File in Temp Folder"" errors in admin logs",Bugs in version 1.1,,,Fixed
656,"Email receipts: think of clever solution for ""send file to group on mailinglist"" problem",Suggested features,,,New
746,1.1 Backport additional email validation in Mail.php from 1.5,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
747,1.1 Backport fix for SAML multi-value attribute logging from 1.5 (r1313),Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
659,"Expand ""this voucher has been used/cancelled"" error report",Suggested features,,,New
750,Make admin check more strict,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
660,Splash text is in config file and doesn't have a language tag,Release 1.5,,,Fixed
661,Adapt RPM/debian packaging  to config-templates use,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
663,Display error message when trying to upload same file in multipel tabs of same browser,Release 1.5,,,Deferred
664,Missing 'Message' label in My Files table header,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
665,name and size feedback after selecting file are not localised,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
667,Inconsistent email message when file is deleted,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
668,one-click simplest upload,Suggested features,,,New
669,Allow default site language to be selected,Release 1.5,,,Fixed
671,Possible performance improvement: use persistent HTTP1.1 for file upload,Suggested features,,,New
672,HTML5 logo not displayed on logon page,Release 1.5,,,Fixed
673,HTML5 logo initially ticked by default after logon,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
676,Add Italian language files,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Invalid
677,Restructure naming of language files,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
678,Guest invite button syntax,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
680,Duplicate version numbers,,,,Fixed
681,Display array in log correctly,Release 1.5,,,Fixed
682,Aurora FF 13+ changed blob.mozslice back to blob.slice,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
683,possible performance improvement in www/fs_upload.php,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Deferred
684,Conduct 1.5-beta2 client-side workflow tests,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
685,Arrange VMs running Selenium Server and initial OS/browser combinations,Release 2.0 client-side testing plan,Guido Aben,cxFt16lZGr3Q7YeJe5aVNr,Fixed
686,Try running existing Selenium-IDE scripts using -htmlSuite,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
687,Set up automated logon,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
688,"Select Selenium Remote Control ""driver"" to export scripts from Selenium-IDE",Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,New
689,Determine appropriate method for handling email content,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
690,Logon possible with javascript disabled,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Known issue
740,Automate email interaction,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
691,Dragging of button images possible instead of clicking,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
741,Store common test script variables in a single file,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
692,Links to wiki in Help and About load within FileSender tab,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
767,Investigate using selenium -htmlSuite with Google Chrome,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,New
693,Incorrect on-screen notification for automatically deleted file,Release 1.5,,,Fixed
770,Explore expiry date calculation based on displayed date,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,In Progress
694,Incorrect on-screen message for automatically deleted voucher ,Release 1.5,,,Fixed
695,Upload recipient maximum and syntax check timing,Release 1.5,,,Fixed
697,Progress bar starts at 0% before jumping to actual % when resuming upload,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
699,My FIles listing out of order when adding multiple recipients,Release 1.5,,,Deferred
701,Momentary white page during page reload (IE9?),Release 1.5,,,Known issue
702,Direct download from My Files table fails with IE9,Release 1.5,,,Invalid
